id,age group,dataset,gender,age,mainCharacter,emotion,activity,situation,expectation,need,mainCharacter_ko,emotion_ko,activity_ko,situation_ko,expectation_ko,need_ko,drawing_time,stroke_count,avg_stroke_length
1355,children&Adolescents,test,female,14.0,,It's just so-so,Going home,I was going home and it rained,I'm getting home,Shower,,그냥그렇다,집가고있음,집을 가는데 비가 와서,집에 도착한다,샤워,03:10,89,8790.31836084786
1356,children&Adolescents,train,female,14.0,a schoolgirl,Lonely,be in the rain,I was told to draw a picture in the rain.,I think I'll keep going home in the rain.,"an umbrella, a warm house, a family",한 여학생,외롭다,비를 맞고 있다,비 속에 있는 그림을 그리라고 해서요.,계속 비를 맞으며 집을 갈 것 같아요.,"우산과 따듯한집, 가족",02:36,134,36710.43588959740
1357,children&Adolescents,train,female,14.0,My friend,Unpleasant,I'm annoyed by the rain,I didn't bring an umbrella,I run to the bus stop,Umbrella,내 친구,불쾌하다,비가 와서 짜증을 낸다,우산을 안가지고 와서,뛰어서 버스정류장으로 간다,우산,05:02,237,40114.82934683980
1358,children&Adolescents,test,female,14.0,,I get irritated.,stand still under an umbrella.,It suddenly rained,I have a stomachache from wearing a crop tee,Windbreaker,,짜증난다,우산을쓰고 가만히 서 있다.,갑자기 비가와서,크롭티를 입어서 배가 아프다,바람막이,06:19,335,50325.88545405740
1359,children&Adolescents,train,female,14.0,,be safe,stand still,coming out to play,I'll wish you good luck,happiness and satisfaction,,안전하다,가만히 서 있다,비가 와서 놀러나옴,좋은일이 생기기를 바랄것이다,행복과 만족감,07:31,151,39725.72602030730
1360,children&Adolescents,test,female,14.0,,Sad,be in the rain.,"When a person gets rained on, rain comes from all directions",You will get more rain,Umbrella or someone who can help,,슬프다,비를 맞고있다.,사람이 비를 맞으면 비는 모든 방면에서 오기때문에,비를 더 맞을것이다,우산 혹은 저 사람은 도와줄사람,09:54,200,87048.39752195970
1361,children&Adolescents,train,female,14.0,,Unable to know.,stand in the rain.,Just because it's raining.. I didn't want to think about anything. I wanted to hear the rain right next to my ears,I walk home in the rain,Umbrella,,알 수 없다,비를 맞으며 서 있다.,"그냥 비가 오니까.. 아무 생각도 하고 싶지 않아서, 귀 옆에서 바로 들리는 빗 소리를 듣고 싶어서",비맞으면서 집에 걸어간다,우산,06:16,210,35648.5572105967
1362,children&Adolescents,train,female,14.0,,have no idea,hold an umbrella,I came outside to go somewhere,I'm going to go where I'm going,Umbrella,,아무생각이 없음,우산을 들고 있다,어디를 가기 위해서 밖으로 나왔기 때문에,가려던 곳으로 들어간다,우산,03:52,142,32873.14318675230
1363,children&Adolescents,train,female,14.0,,Lonely,I'm walking,Because you broke up?,I'm going home as it is,People?,,외롭다,걸어가고있다,헤어져서?,그대로 집에 간다,사람?,05:42,82,24639.47066264250
1364,children&Adolescents,train,female,14.0,a woman,I'm upset and worried,be shivering in the rain,"I have an appointment with a friend. However, the friend couldn't come because something happened, and the woman kept waiting for her friend. The woman waits for her friend without knowing that it is raining. The woman is angry, but her friend is also very worried",Maybe you catch a cold?... and a friend who came late takes care of you,"Umbrella, friend",한 여성,속상하면서도 걱정된다,비를 맞으며 떨고 있다,친구와 약속이 있다. 그러나 친구가 일이 생겨 오지 못하고 여성은 계속 친구를 기다림. 여성은 비가 오는줄도 모르고 계속 친구를 기다린다. 여성은 화도 나지만 친구도 너무 걱정이 된다,"아마도 감기에 걸린다?...., 그리고 뒤늦게 온 친구가 간호를 해준다","우산,친구",03:10,67,9002.721867077600
1365,children&Adolescents,test,female,14.0,,Lonely,I'm getting rained on.,out of grief-in sorrow-in sorrow-in sorrow-in sorrow-in sorrow,keep getting rained on,Salvation,,외롭다,비를 맞고 있습니다.,슬퍼서,계속 비를 맞는다,구원,03:06,90,27015.704079169500
1367,children&Adolescents,train,female,14.0,"Me, my friend","It's hard, but it's fun to meet a friend",I am walking while talking with an umbrella.,The person in the painting is me and I like rainy days,Keep listening to the rain and go to the dip.,It would have been a friend.,"나,친구",힘들지만 친구를 만나서 즐거워짐,우산을 쓰고 이야기하며 걸어가고 있다.,그림 속에 있는 사람이ㅡ나고 내가 비오는 날을 좋아해서,계속 빗소리 들으며 딥으로 간다.,친구였을것이다.,01:04,50,16298.516841262000
1369,children&Adolescents,train,female,14.0,a woman I don't know,Happy,wear an umbrella.,Because it's raining,I'm going home.,clear weather,모르는 여자 ,행복하다,우산을 쓰고있다.,비가 와서,집으로 간다.,맑은 날씨 ,05:25,176,44452.56321535970
1370,children&Adolescents,train,female,14.0,the man in the middle,Happy,be in the rain,Just.,I go to a place where I can avoid the rain.,Rest,가운데에 있는 사람,행복하다,비 맞고 있다 ,그냥,비를 피할 수 있는 곳으로 간다.,휴식,01:53,41,18266.88980417880
1371,children&Adolescents,train,female,14.0,the man in the middle-the boy,Want to avoid it,"I'm covering my hair, but I'm in the rain",I didn't bring an umbrella,The person with the umbrella you can see will ask you to share the umbrella,Who will give you an umbrella,가운데 사람-남자아이,피하고싶다,머리를 가리지만 비를 맞고 있다,우산을 안가져와서,옆에 살짝 보이는 우산 든 사람이 우산을 같이 쓰자고 할 것이다,우산을 줄 사람,04:44,105,26468.142738479300
1372,children&Adolescents,train,female,14.0,,Angry,to stand in the rain,I had nowhere to go,My family is coming to find me,a friend to go with,,화가난다,빗속에서 서있다,갈곳이 없어서,가족이 찾으러 온다,같이 갈 친구,02:04,44,17109.868586207800
1388,seniors,train,female,73.0,Himself,Glad,Happy because it rains and helps to get rid of the drought,On my way to the mart,Testing,Testing,본인,기쁘다,비가와서  가뭄해갈에  도움이  되어  행복,마트가는길,테스트,테스트,03:24,30,7861.816360724330
1390,seniors,train,female,65.0,,Want to avoid it,be in the rain,On my way home,be in a bad mood because of the rain,Umbrella,,피하고싶다,비를 맞고있다,집에가는중,비에 젖어서 기분이 나쁘다,우산,03:15,24,5492.76954422199
1392,seniors,train,female,65.0,,Want to avoid it,On my way home,On my way home,wet from the rain,Umbrella,,피하고싶다,집에가는중,집에가는중,비에젖음,우산,00:19,19,3579.137240763320
1394,seniors,train,female,63.0,,Glad,,,,,,기쁘다,,,,,00:41,16,3562.662330733810
1396,children&Adolescents,train,female,14.0,,have no idea,keep an umbrella,I'm on my way home,I'm just going home,bae (before anyone else),,아무생각없다,우산을 쓰고있다,집가는길이라서,그냥 집에간다 ,여친,03:03,128,17063.176272151900
1397,children&Adolescents,train,female,14.0,the person on the left,It's fun,keep an umbrella,It's because it's raining,Let's go to the academy together,Snack,왼쪽에 있는 사람,재미있다,우산을 쓰고있다,비가 오기 때문이다,같이 학원에 간다,간식,02:58,140,22634.95872276620
1399,children&Adolescents,train,female,14.0,a fictional character,Want to avoid it,to be walking down the street with an umbrella,It is because it rained while taking a walk,The person in the painting soon steps on the puddle and splatters all over his clothes,a warm overcoat,가상인물,피하고싶다,우산을 쓰고 길을 걷고 있다,산책을 하다가 비가 왔기 때문이다,그림 속의 사람은 곧 웅덩이를 밟아 옷에 믈이 다 튀긴다,따뜻한 외투,06:43,209,30123.061539981600
1400,children&Adolescents,train,female,14.0,girlfriend,Happy,I am walking down the street while listening to music with an umbrella.,To go home after school,I'll wish you good luck,Love,여자친구,행복하다,우산을 쓰고 노래를 들으며 비를 구경하며 길을 걸어가고 있다.,학교가 끝나고 집에 가기 위해서,좋은일이 생기기를 바랄것이다,사랑,02:22,59,10271.534029781000
1402,children&Adolescents,train,female,14.0,A young child,Happy,I'm on my way home,I'm on my way home,I'm arriving at home.,I don't have it's,어린아이,행복하다,집 가는 중,집에 가고 있어서,집에 도착한다.,없다 ,02:57,101,22323.253513031100
1403,children&Adolescents,test,female,14.0,,Sad,stand alone in the rain.,I don't have an umbrella and I want to be comforted,I'll be in the rain until someone approaches me.,Someone to console me,,슬프다,비를 맞으면서 외롭게 서있다.,우산이 없고 위로 받고 싶어서,누군가가 다가오기 전까지 비를 맞고 있을 것이다.,위로해 줄 사람,05:26,95,14103.483404593300
1404,children&Adolescents,train,female,14.0,,Glad,I am walking with an umbrella.,I'm going to meet my loved one.,I'll meet them.,people who are by my side,,기쁘다,우산을 쓰고 걸어가고있다.,사랑하는 사람을 만나러 가고있다.,그사람들을 만날것이다.,곁에있어주는 사람들,03:08,150,18686.527205270300
1405,children&Adolescents,train,female,14.0,,Happy,He's smiling,To enjoy the rain,My clothes are all worn out,Frog,,행복하다,웃고있다,비를 감상하기 위해서,옷이 다 졌어서 스,개구리,03:12,101,15266.982054171000
1406,children&Adolescents,train,female,14.0,Woman,Happy,He is happy when it rains for the first time with an umbrella and a baseball bat,Since I came out,You're free to live your life when your oppression falls apart,freedom and peace,여자,행복하다,우산과 야구방망이를 들고 처음 오는비에 행복해한다,밖에 나왔기 때문에,자신을 억압하던게 무너지고 자유롭게 살수있다,"자유,평화",04:53,464,41400.52423529350
1407,children&Adolescents,train,female,14.0,,Have no idea.,I'm keeping out of the rain with an umbrella.,I was just going home from work and it was raining.,I'm going home.,Umbrella,,아무 생각이 없다.,우산을 쓰고 비를 피하고 있다.,그냥 회사에서 끝나고 집에 가는데 비가 내리고 있었다.,집에 갈 것이다.,우산,04:15,72,14563.074812885500
1409,children&Adolescents,train,female,14.0,Student,Lonely,I'm going home with an umbrella,It rained on my way home,I'm getting home,No need,학생,외롭다,우산을 쓰고 집을 가는중,집가는 길에 비가와서,집에 도착한다,필요없음,05:31,236,29106.02472516150
1410,children&Adolescents,train,female,14.0,,Happy,I'm running on a puddle with an umbrella,I was told to draw a person in the rain,I think I'll keep stepping on the puddle.,Parents,,행복하다,우산을 쓰고 물웅덩이 위에서 뛰고있다,빗 속에 있는 사람을 그리라고 했기때문에,물웅덩이를 계속 밟을 것 같다.,부모님,07:55,110,25304.26693790740
1411,children&Adolescents,test,female,14.0,,I don't have any thoughts.,stand still,Since it's raining,I will play in the rain,I don't have it's,,아무생각없다.,그냥 서있다,비가 오니까,비속에서 놀것이다,없다,02:41,66,17280.617148118500
1412,children&Adolescents,train,female,14.0,I,Lonely,nowhere to go,I don't have an umbrella. It's not that bad to get rained on,Nothing happened...?,None.,나,외롭다,갈곳이 없음,"우산이 없어서, 비 맞는게 썩 나쁘지 않아서",아무일도...?,없음,04:58,303,36763.94705298270
1413,children&Adolescents,train,female,14.0,,Happy,be on one's way home with an umbrella,I was on my way home after academy and it suddenly rained,I think I'll go home with an umbrella to keep out of the rain,warm clothes to change into,,행복하다,우산을 들고 집에 가고 있다,학원 끝나고 집 가는데 갑자기 비가와서,비를 안맞기 위해 우산을 쓰며 집으로 갈 것 같다,갈아입을만한 따뜻한 옷,06:19,116,31063.9977418122
1415,children&Adolescents,test,female,14.0,,Lonely,keep out of the rain with an umbrella,I gave up,I think I'm going to catch a cold,Who will give you an umbrella,,외롭다,우산을 쓰고 비를 피하고 있다,포기해버려서,감기에 걸릴거 같다,우산을 줄 사람,03:17,75,20392.241793849500
1416,children&Adolescents,train,female,14.0,the man in the middle,Lonely,to be walking alone in the rain,I am using an umbrella that I brought because it rained according to the weather forecast.,I'm going home,A friend that I can talk with,가운데에 있는 사람,외롭다,비를 맞으며 홀로 길을 걷고 있다,일기예보에 맞게 비가 와서 챙겨온 우산을 쓰고 있다.,집에 들어간다,같이 떠들 수 있는 친구,04:35,104,17199.37217194540
1417,children&Adolescents,test,female,14.0,a young girl,Happy,Playing in the rain.,Because it's fun.,I will go home after playing in the rain.,a friend to hang out with,한 어린 소녀,행복하다,빗 속에서 놀고있다.,즐겁기 때문이다.,비를 맞으며 실컷 놀다가 집에 돌아갈 것이다.,같이 놀아줄 친구,05:05,281,45835.66620347090
1418,children&Adolescents,test,female,14.0,I,Happy,be playing with a puddle,It's fun when it rains,I think I'll have fun in the rain,a dry house,나,행복하다,웅덩이를 발으며 놀고 있다,비가 오는게 재미 있어서,비속에서 즐겁게 놀 것 같아요,보송보송한 집,03:29,96,18842.03356675220
1419,children&Adolescents,test,female,14.0,,Happy,I'm walking down the street on a rainy day.,Because I like to go out and play on rainy days.,I meet my friend while playing.,Friend,,행복하다,비가 오는날에 길을 걸어가고 있다.,비가 오는 날에 밖에 나가서 노는걸 좋아하기 때문이다.,놀다가 친구를 만난다.,친구,03:29,136,26320.25849992970
1421,children&Adolescents,train,female,14.0,,Sad,be in the rain,Just.,a sad thing,Umbrella,,슬프다,비를 맞고 있다,그냥,슬픈 일,우산,00:57,59,12443.360547004000
1422,children&Adolescents,test,female,14.0,myself,Sad,I'm putting an umbrella on a street cat in the rain,The cat looked pathetic,I think I'll just live with the flow of the world.,A person who understands the interests of people around him or her,나 자신,슬프다,비 맞고 있는 길고양이한테 우산을 씌워주고있다,고양이가 불쌍해보여서,그냥 세상 흘러가는대로 살 것같다.,"주변사람들의 관심,자신의 마음을 알아주는사람",05:17,119,22060.135863534200
1423,children&Adolescents,test,female,14.0,,,,,,,,,,,,,00:51,11,3861.3775098420400
1424,seniors,train,female,73.0,,Happy,,,,,,행복하다,,,,,01:05,8,2075.9958535487000
1425,children&Adolescents,test,female,14.0,,Sad,to be waiting for sb,"I didn't do anything, but it's raining",I will go home again to buy many convenience store umbrellas,Money,,슬프다,누군가를 기다리고 있다,가만히 있었는데 비가 내리고 있다,집에 많은 편의점 우산을 또다시 사러 갈 것이다,돈,01:22,46,10252.471166304400
1430,children&Adolescents,train,female,14.0,,Just so-so.,I'm going somewhere with an umbrella,I have to walk somewhere,I'm just going somewhere with an umbrella,X,,그저 그렇다,우산 쓰고 어딜 가고 있다,걸어서 어딜 가야해서,그냥 우산 쓰고 어디론가 간다,X,03:10,70,23186.46756238460
1431,children&Adolescents,train,female,14.0,,Comfortable.,I'm watching the cat with an umbrella,The rain was so pretty,Close your eyes and listen to the sound,alone time,,편안하다 ,우산쓰고 고양이 구경 중  ,비가 너무 예뻐서 ,눈을 감고 소리를 듣는다,혼자만의 시간,08:30,256,24978.88846415760
1432,children&Adolescents,train,female,14.0,,Lonely,I'm just standing in the rain without thinking,"Something sad happened, so I tried to forget about it",..I'm trying to erase my feelings somewhere,My best friend who will tell me I can cry,,외롭다,"서있어요 그냥, 아무 생각도 없이 비를 맞으면서",슬픈일이 있어서 그걸 잊으려고,..어딘가에서 제 감정을 지우려 노력하고 있겠죠,울어도 된다고 말해줄 가장 친한 친구,01:50,35,14182.297761137400
1433,children&Adolescents,train,female,14.0,the biggest man in the middle,I have a lot of thoughts because it's raining,I'm walking with an umbrella,To go home,I will go home and play,I don't have it's,가운데에 가장 큰 사람,비가 와서 많은 생각이 든다,우산을 쓰고 걸어가고 있다,집을 가기 위해,집에 들어가서 놀것이다,없다,06:32,146,27726.93626774510
1434,children&Adolescents,train,female,14.0,,feel good,be in the rain,I loved the smell of rain,No one knows.,I don't have it's,,기분이좋다,비를 맞고 있다,비의 냄새가 너무 좋았기 때문에 ,아무도 모른다,없다,00:52,30,11404.082784189900
1437,children&Adolescents,train,female,14.0,,Happy,stand with an umbrella waiting for a traffic light,To go somewhere,walk a traffic light,House,,행복하다,우산을 들고 서서 신호등을 기다리고 있다,어디론가 가기 위해,신호등을 걷는다 ,집,05:01,119,25033.116066398700
1438,children&Adolescents,test,female,14.0,,Want to avoid it,be in the rain.,I was told to draw a person in the rain,get rained on,Umbrella.,,피하고싶다,비를맞고있다.,빗 속에 있는 사람을 그리라고 했기때문에,비를 맞는다,우산.,03:32,92,32428.087371230500
1439,children&Adolescents,train,female,14.0,,I don't care much,hold an umbrella. stand there with no thought in one's head,I'm going somewhere,Nothing will happen.,There isn't.,,별생각없다,우산을 들고있다. 아무생각 안 하고 서 있다,어딘가를 가고 있어서,아무일도 안 일어날 것이다.,없다.,04:48,79,18588.72505546150
1440,children&Adolescents,train,female,14.0,,Lonely,stand alone in the rain.,"I came out when it wasn't raining, but when I came out from work, it was raining.",I go to the convenience store and buy an umbrella.,Umbrella,,외롭다,빗속에서 혼자 서 있다.,비가 안 올때 밖으로 나왔는데 일을 마치고 나와보니 비가 온다.,편의점에 가서 우산을 산다.,우산,02:13,83,15125.352174549300
1441,children&Adolescents,train,female,14.0,,Happy,I'm going home in the rain.,It happened to rain on my way home.,I'll get home.,Nothing in particular,,행복하다,비를 맞으며 집에 가고 있다.,집에 가는 길에 우연히 비가 와서.,집에 도착할 것 이다.,딱히 없음,03:53,69,16279.442534966900
1442,children&Adolescents,test,female,14.0,,Angry,I'm walking,To go to the academy,"My shoes are wet and smell bad, so I think they'll be unpleasant","Boots, towels",,화가난다,걷고있다,학원을 가기위해,신발이 젖어 냄새가 나 불쾌할 것 같다,"장화,수건",02:49,104,13811.856466907400
1443,children&Adolescents,test,female,14.0,,I'm fine,I'm walking down the street in a raincoat.,I was walking on the street and it suddenly rained,Rainwater will go into the rain and the clothes will get a little wet.,House,,아무렇지 않음,우비를 입고 길을 걷고있다.,길을 걷고 있는데 갑자기 비가와서,빗물이 우비속으로 들어가서 옷이 조금 젖을것이다.,집,05:02,102,19649.297522417200
1444,children&Adolescents,train,female,14.0,People,It's just so-so,sit still under an umbrella.,Because it's raining,Nothing will happen,I don't have it's,사람,그냥 그렇다,우산을 쓰고 가만히 있다.,비가 와서,아무 일도 없을것이다,없다,02:22,99,15269.40384665740
1445,children&Adolescents,train,female,14.0,oneself,Happy,be playing in the rain,I like rain,I think I'll relieve my stress by playing,Umbrella,자신,행복하다,비를 맞으며 놀고 있다 ,비를 좋아해서,놀면서 스트레스가 풀릴 것 같다,우산 ,04:42,34,11843.95795703430
1446,children&Adolescents,train,female,14.0,,Lonely,a bright look,It's similar to mine,smoke,Love,,외롭다,밝은척,나랑 비슷해서,연기,사랑,04:04,111,14811.260263815400
1447,children&Adolescents,train,female,14.0,,Sad,wear an umbrella.,I'm going home,I'm arriving at home.,Raincoat,,슬프다,우산을 쓰고 있다.,집으로 가려고,집에 도착한다.,우비,02:59,89,19417.572382389200
1448,children&Adolescents,test,female,14.0,,Glad,I am walking on the street with a raincoat and an umbrella.,a rain on the street,I just go home because I'm using an umbrella.,"a warm, soft, fluffy bedding",,기쁘다,우비를 입고 우산을 쓰고 길을 가고있다.,길가던 중 비가 내림,우산을 쓰고 있기 때문에 그냥 집에 간다.,따뜻하고 보드랍고 몽글몽글한 이부자리,03:56,110,21342.120739224800
1449,children&Adolescents,train,female,14.0,,Happy,to be walking down the street with an umbrella,I came out and it suddenly rained,I'm going home,People.,,행복하다,우산을 쓰고 길을 걷고 있다,밖에 나왔는데 갑자기 비가 와서,집에 갈것이다,사람들,02:16,72,13378.78337024980
1450,children&Adolescents,train,female,14.0,I,Happy,I'm walking down the street with a friend,Because it's raining,I think something good will happen,None.,나,행복하다,친구와 길을 걷고 있다,비가 오기 때문에,좋은 일이 일어날 것 같다,없음,05:04,166,28733.7731615592
1451,children&Adolescents,train,female,14.0,,I don't have any idea.,wear an umbrella.,Because there was a shower during the walk.,Put on an umbrella and go home quickly.,Raincoat,,아무 생각 없다.,우산을 쓰고 있다.,산책 중에 소나기가 내렸기 때문이다.,우산을 쓰고 얼른 집으로 간다.,우비,04:38,75,14675.035873194800
1452,children&Adolescents,train,female,14.0,,Glad,keep an umbrella,It's raining today,I go home with an umbrella.,I don't have it's,,기쁘다,우산을 쓰고있다,오늘 비가 오는 날씨라,우산 쓰고 집에간다.,없다,03:23,161,26654.28684115450
1453,children&Adolescents,train,female,14.0,,Glad,keep out of the rain with an umbrella,To see the scenery of rain,I will go to the mart,Boots,,기쁘다,우산을 쓰고 비를 피하고 있다,비가 내리는 풍경을 보기위해,마트에 갈 것이다,장화,06:41,97,20770.076470012400
1454,children&Adolescents,train,female,14.0,.,Radish,be in the rain,To find out why,nothing happens,Death,.,무,비를  맞고 있다,왜 있는지 알기 위해,아무일도 안 일어남,죽음,04:37,191,14496.05775806720
1455,children&Adolescents,train,female,14.0,,I'm tired,be spaced out with an umbrella,"I was frustrated and wanted to come out on ""Han Ma Eun""",I am going home.,A place where I can comfort you. A place where I can tell you my heart,,힘들다,우산을 쓰고 멍 때리고 있다,답답해서 한 마은에 나오고 싶어서,집에 간다,위로 해줄수 있는곳 마음을 털어 놓을수 있는곳,05:30,77,17507.712694236300
1456,children&Adolescents,test,female,14.0,,I want to get out of bed,stand with one's back under an umbrella,It's because there's a shower.,be likely to walk along the road,Color,,"복잠하다,피하고 싶다",우산을 쓰며 등지고 서있다,소나기가 왔기 때문이다.,길을 따라서 걸어갈 것 같다,색깔,08:05,218,50614.89605264550
1458,children&Adolescents,train,female,14.0,,Happy,be on one's way to an academy,Because I was told to draw a person in the rain here.,I will go to the academy and take a test and study.,I don't have it's,,행복하다,학원을 가는 중이다,여기서 빗 속에 있는 사람을 그리라고 했기 때문이다.,학원을 가서 시험 보고 공부를 할것이다.,없다,04:22,168,25851.99714000100
1459,children&Adolescents,test,female,14.0,,,,,,,,,,,,,03:31,148,13001.585404984900
1460,children&Adolescents,test,female,14.0,,It's just so-so.,I close my eyes and stand alone in the rain.,"It's suddenly raining, but Woo-San is not here",I keep walking home in the rain,Umbrella,,그냥 그렇다.,눈을 감고 빗 속에 홀로 서있는다.,비가 갑자기 오는데 우산아 없어서,비를 계속 맞으며 집으로 걸어간다,우산,01:35,171,22775.78347294300
1461,children&Adolescents,test,female,14.0,the person on the far left,"I don't have an umbrella, but I want to go inside because it's raining.",be in the rain,Because it's a topic.,I walk in the rain and go to the academy.,somewhere where it doesn't rain,가장 왼쪽에 있는 사람,우산없는데 비와서 실내로 들어가고 싶다.,비를 맞고 있다,주제여서.,비를 맞으면서 걸어가다가 학원에 간다.,비가 오지 않는 어딘가,02:14,135,24383.329360552000
1462,children&Adolescents,test,female,14.0,,Lonely,a bright look,I feel like I'm alone,smoke,Love,,외롭다,밝은척,혼자 있는 것같아서,연기,사랑,00:30,23,6916.526655968830
1465,children&Adolescents,train,female,14.0,,Want to avoid it,stand with one's back to one's back,It is because of the sudden shower,be likely to walk along the road,Color,,피하고싶다,등지고 서있다,소나기가 갑작스럽게 왔기 때문이다 ,길을 따라서 걸어갈 것 같다,색깔,01:10,57,19744.135545338500
1466,seniors,test,female,62.0,,Glad,a long road,On my way to the coffee shop to meet my friend,Meeting a friend,a delicious snack,,기쁘다,길어가는길,친구만나러 커피숖가는길,친구를만나는일,맛있는간식,00:55,22,7128.79682785868
1467,seniors,train,female,62.0,,Happy,a walking path,On my way to the coffee shop to meet my friend,Meeting a friend,a delicious snack,,행복하다,걸어가는길,친구만나러 커피숖가는길,친구를만나는일,맛있는간식,00:43,22,7506.03663458976
1468,seniors,train,female,73.0,,Embarrassed.,I'm thinking about who to ask,I just wanted to forget about the troublesome problem,a moment's composure,Umbrella,,당황스럽다,누구한테 부탁해야 할까 생각중,골치아픈 문제를 잠시 잊고 싶어서,잠시나마 마음정리가됨,우산,00:48,39,9246.97731728198
1469,seniors,test,female,63.0,,Want to avoid it,I'm running,On my way home,to buy something first,Umbrella,,피하고싶다,뛰어간다,집으로가는길,우선을 구입한다,우산,01:30,30,6623.453180908500
1473,children&Adolescents,train,female,14.0,I,feel lonely,in the rain,I wanted to get rained on,Nothing's going on,None.,나,쓸쓸하다,비를 맞고있음,비를 맞고싶어서,아무일도 없다,없음,01:20,55,19885.5591468292
1476,children&Adolescents,train,female,14.0,Someone I don't even know,Angry,He is lost in thought while looking into the air while wearing a raincoat and an umbrella.,Since it's raining,I'm going home,I don't have it's,나도 모르는 누군가,화가난다,비속에서 우비를 입고 우산을 쓴 채로 허공을 보며 생각에 잠겨있다.,비가 오니까,집으로 간다,없다,00:45,36,7527.74449773254
1478,children&Adolescents,test,female,14.0,,Have no idea.,be spaced out in the rain,I wanted to be alone in the rain,I find a cat,House,,아무 생각이 없다,비를  보며 멍 때리고 있다,비 속에서 혼자 있고 싶어서,고양이를 발견한다,집,04:59,123,21730.72903242800
1479,children&Adolescents,train,female,14.0,I,Want to avoid it,be in the rain,I don't have an umbrella,keep getting rained on,Umbrella,나,피하고싶다,비를 맞고 있다,우산이 없어서,비를 계속 맞는다,우산,02:34,61,9702.95997582892
1480,children&Adolescents,train,female,14.0,,Have no idea.,I'm walking with an umbrella,Since it's raining,Nothing's gonna happen,Friend,,아무생각이 없다,우산을 쓰고 걸어가고 있다,비가 오니까,아무일도 안 일어날 것이다,친구,02:20,99,10148.858869745800
1482,children&Adolescents,test,female,14.0,,Lonely,keep an umbrella,because of the rain,keep walking in the rain,a shelter from the rain,,외롭다,우산을 쓰고 있다,비가 내려서,빗길을 계속 걸어간다,비를 피할 곳,01:22,42,8215.525212639600
1483,children&Adolescents,test,female,14.0,I,Lonely,I'm walking along the street without thinking,I have to go to the academy,I will arrive at the academy safely,Studying well,나,외롭다,아무생각 없이 길을 걸어가고있다,학원에가야해서,학원에 무사히 도착할것이다,공부잘하기,03:00,66,10267.810610161500
1484,children&Adolescents,train,female,14.0,I,have no idea,stand still under an umbrella,I just have to go to cram school,"After arriving at the academy, I study.",Friend,나,아무생각없다,우산을 쓰고 가만히 서있다,그냥 학원가야해서,학원에 도착해서 공부를 한다.,친구,01:08,44,7159.205412194040
1485,children&Adolescents,train,female,14.0,,Happy,hold an umbrella,To see the scenery of rain,I'll take the snail home.,I don't have it's,,행복하다,우산을 들고있다,비가 내리는 풍경을 보기위해,달팽이를 집으로 데려갈 것이다.,없다,02:26,41,15099.22873276040
1486,children&Adolescents,train,female,14.0,Friends,Happy,I am walking with an umbrella because it is raining.,I have to go to school,I will arrive at school.,Studying well,친구들,행복하다,비가 와서 우산을 쓰고 걸어가고 있다.,학교에 가야 해서,학교에 도착할 것이다.,공부잘하기 ,03:30,76,9500.715418655000
1487,children&Adolescents,train,female,14.0,Just one person,Happy,I'm listening to the rain with an umbrella.,I'm standing for a while listening to the rain.,I will go back to the road after getting rained on a little more.,Someone who walks with me,그냥 한 사람,행복하다,우산을 들고 빗소리를 듣고 있다.,길을 가던중 잠시 서서 빗소리를 듣고 있다.,조금더 비를 맞다가 다시 길을 갈 것이다.,옆에서 함께 걸어가 주는 사람,01:17,61,14325.5953947709
1488,children&Adolescents,train,female,14.0,,Happy,be on one's way home,To go home,I will play with my friend when I get home,tea,,행복하다,집에 가는중이다,집으로 가기위해,집에가서 친구와 놀것이다,차,01:53,41,9629.162402618340
1489,children&Adolescents,train,female,14.0,,I don't know.,be still in the rain,I don't know.,He stays still,I don't have it's,,모르겠다,가만히 비를 맞고 있다,모르겠다 ,계속 가만히 있는다,없다,06:06,148,7713.087969072060
1493,children&Adolescents,test,female,14.0,,Lonely,I'm calming down.,I wanted to go out,Unable to know.,Someone to make me feel better,,외롭다,마음을 가라앉히고 있다.,나가고 싶어서,알 수 없다.,기분을 나아지게 해줄 사람,03:33,46,10721.744221472400
1495,children&Adolescents,train,female,14.0,,It's all right,keep out of the rain with an umbrella,It's because it's raining,I'll go somewhere avoiding the rain,Raincoat,,아무렇지 않다,우산을 쓰고 비를 피하고 있다,비가 오기 때문이다,비를 피하면서 어디론가 갈 것이다,우비,04:16,47,9948.08325998474
1496,children&Adolescents,train,female,14.0,,Want to avoid it,keep one's hands out of the rain,It suddenly rained,keep getting rained on,Umbrella,,피하고싶다,손으로 비를 막고 있다,갑자기 비가 왔기 때문,계속 비를 맞는다,우산,02:09,9,3383.313077006740
1497,children&Adolescents,train,female,14.0,a person like me,Painful.,He is crying in the rain.,"I want to die, but I don't want to die. Because I want to hide my tears in the rain.",There will be a terrible end.,"Someone to wipe away tears, the erasure of the past that made me cry in the rain.",나와 비슷한 사람,괴롭다,비를 맞으며 울고있다.,"죽고싶지만, 죽고싶지 않아서. 빗속에 숨어 눈물을 가리고 싶기 때문이다.",끔찍한 최후가 존재할 것이다.,"눈물을 닦아줄 사람, 빗속에서 울게 만든 과거의 지워짐.",03:06,159,35564.71807242600
